Gene00,Gene01,Gene02,Gene03,Gene04,Gene05,Gene06,Gene07,Gene08,Gene09,Gene10,Gene11,Gene12,Gene13,Gene14,Gene15,Gene16,Gene17,Gene18,Gene19
-1.4719,0.0684675,-0.904447,-1.45285,-1.3767,0.124609,-2.85347,0.62407,-2.39496,-1.39548,-1.01456,0.717929,-1.70107,-0.0505892,0.483568,0.735168,-1.11039,0.324632,1.17739,-0.438096
-1.76751,0.173461,-0.749791,-1.84732,0.823559,-0.817955,-4.25194,-0.412476,-4.16368,-0.999897,1.04836,-0.155348,-0.882272,0.608038,-0.0589841,-1.1633,-1.48196,1.04359,-1.55533,1.2376
-0.752805,-0.730364,0.669715,0.283054,0.399405,1.2096,0.0814681,-1.1179,1.21838,-0.253257,0.675286,-0.864002,-2.28799,-0.361701,-1.34065,-0.744027,-2.01433,-1.52351,0.706502,-1.39795
0.125234,0.785362,1.25677,-0.891743,0.304306,-1.26791,-1.43426,0.0341162,0.783274,-0.296222,-0.903033,0.47065,0.557682,0.118657,0.23594,-0.632116,0.0402372,-0.569758,-0.321695,-0.581106
-1.08839,0.804053,1.29971,1.92028,1.30638,0.741746,-1.29835,-1.61671,-2.01574,-1.67747,-0.173522,0.651132,-1.69666,-2.06138,-2.38589,-1.4425,0.0226478,-0.416484,-1.54793,0.199928
0.697734,0.962555,-0.288281,0.591267,-0.113411,-0.806487,0.214782,-0.853829,-0.796053,0.992642,-0.10481,-0.662004,-0.475739,-2.02229,0.280304,0.234048,-0.778529,1.42612,1.26258,0.480041
-0.968483,0.90341,-0.773257,-1.18605,-0.63162,-2.46911,-4.09857,-1.8066,-4.61748,-0.921109,-1.74867,1.01075,-2.27447,-1.76011,0.973592,0.0356766,-1.55728,1.15744,0.0769545,0.84158
0.685858,-0.914949,0.909823,0.539981,0.692055,-1.23375,1.36458,-1.82121,0.46667,0.999918,1.98552,1.114,-1.91507,0.680832,0.814129,-1.52018,-0.122307,0.520426,0.822436,1.13138
0.0961207,0.54623,-1.48851,-1.48344,-0.9704,0.928592,-0.0605161,2.5249,-0.443518,0.0432098,-1.00376,-0.440627,1.9233,0.904618,1.32574,-0.270031,1.18393,-1.03486,0.767145,-0.722209
-1.04793,-1.40949,1.20705,0.44918,1.37913,0.341712,-2.378,-1.77892,-1.6536,-2.16495,-0.732643,-1.8782,-1.91194,1.26842,-0.378906,-0.984561,-4.39154,-1.22901,-4.18907,-2.17755
-0.880504,1.68956,-0.652972,-1.59379,-0.806696,1.09994,-0.645723,-0.125396,-0.176709,-3.02406,-1.78585,0.0552176,-2.40768,0.809107,-1.01347,0.56854,-0.304531,0.576116,-1.17442,0.694644
-0.606698,0.791948,1.06065,0.396139,-0.549809,-2.72579,-1.59393,-1.99031,-1.57565,-0.579632,-0.218102,-0.659984,-1.4797,-0.919368,0.0873659,0.395955,-1.50545,0.357724,-0.423183,-2.37609
0.849134,-0.92,1.81239,1.45249,-0.330777,0.608918,2.07484,-0.402546,2.93465,-0.61892,0.393895,1.41494,-0.303648,0.246929,-0.238948,0.281362,-0.177323,-1.53127,-0.0752217,-0.138621
0.879032,-0.2822,0.202505,0.0978291,0.579415,-0.802025,0.936151,-0.366554,2.26296,1.7062,0.252154,0.256682,0.649917,0.881274,-0.36401,0.544307,-1.80881,-0.0123338,-0.838924,-0.226009
0.203218,-0.888116,-0.524501,-1.32748,0.746041,0.332246,-0.406832,-2.17617,0.971969,0.612186,0.275653,1.37127,-1.41598,-0.0955856,1.28261,0.83347,-1.14058,-2.02634,0.820889,-0.125967
0.93751,0.124415,0.973387,1.41816,-0.823349,1.60935,0.906942,1.02515,0.466834,0.0353273,-0.902004,-1.60748,-0.47747,0.465345,-2.29901,1.28006,0.908238,-0.579991,-0.108087,-0.248765
-0.785109,-0.957892,0.160505,-1.10137,1.94746,-2.63038,-0.0734771,-3.72026,-0.593483,-0.519574,-0.96856,-0.406382,-3.72551,1.34293,1.07624,0.882792,-1.0207,-1.44414,-1.29804,0.369758
-0.576201,-0.35518,-0.726753,-0.028494,0.276186,0.868079,-1.23118,-0.86257,-0.388727,-0.336543,-1.22029,0.959709,-1.0514,0.241051,-0.484928,-0.0467524,-0.747684,-1.62128,0.385359,-2.27892
-0.255192,-1.38424,-0.599359,0.0921783,-0.117619,1.14815,-1.67208,-1.01658,-1.76738,-0.865116,0.574305,-0.0186996,-0.988427,-0.310078,-0.19634,-1.56078,-1.04977,0.34329,-1.66781,1.17367
0.595092,-0.868853,-1.54087,-0.882725,1.26203,-0.903933,0.888593,1.31902,0.546527,0.223994,-0.696575,0.415223,1.46062,-0.908007,0.332807,-0.747101,0.449281,0.720288,-1.09836,-1.65496
-1.27807,0.220698,-1.44436,-1.06763,-0.00178433,1.79885,-1.37163,0.0348992,-1.81547,-1.59215,-2.04376,0.663853,-0.35299,0.757396,0.859098,0.288032,-0.229879,-0.990748,0.166174,-0.460593
-0.139557,-0.611828,0.155375,-0.998945,1.35623,-0.396142,-2.06128,-0.780548,-1.59451,-1.44347,-1.31857,-0.947279,-0.516836,0.479968,0.221283,1.99089,-0.580713,0.726241,-1.5851,1.28754
-0.208178,-0.755417,0.401252,1.20857,0.876294,0.614055,-1.57146,-1.56162,0.506016,-0.339665,0.739355,0.132653,-0.00973716,0.635398,0.963103,0.393488,1.0745,0.760783,0.232834,-0.861168
1.86886,0.645735,0.119798,0.715018,0.497899,-1.04153,1.45169,-0.208695,-0.229659,1.80561,1.18438,0.143339,1.63206,1.16179,0.478635,-0.620622,2.16436,-0.404151,-0.142255,0.525321
-0.301221,1.51067,-0.563123,-2.18632,0.0467222,-0.285249,0.415971,1.56658,-0.0599186,1.2525,-0.192134,1.24717,-0.534381,1.94042,1.46932,-0.297716,-0.835145,2.36488,0.088462,-0.243847
-0.769989,-0.000596503,-0.862541,-3.85189,0.4536,1.1491,-0.562163,4.6637,0.234415,-0.540877,-1.16591,-1.37066,1.94864,1.12305,0.458357,1.36304,-1.60921,2.03343,-0.41562,0.578521
-0.193854,1.27094,1.92809,3.37907,0.435173,1.69055,-0.10535,-1.41988,-0.470645,-0.148141,-0.690061,-0.779558,-0.659406,-0.450459,-1.62667,-0.999965,-1.44822,1.38506,1.03518,-2.03077
1.07288,1.25637,0.781125,1.00874,0.449121,-2.0436,1.49142,-1.74039,0.397482,3.16665,0.932546,0.7607,-1.36748,1.24436,1.35213,-0.938875,1.25495,-0.00359447,1.67444,-0.0818687
-0.113635,1.72028,0.191815,2.3423,0.894748,-1.35526,-0.346878,-2.24892,-0.126263,-0.587221,-2.97407,-0.321673,-0.257717,-0.28661,1.01587,-0.814421,-0.4829,0.268236,-0.414488,-2.43476
-0.0611122,-0.0147433,-0.742426,-1.662,-0.222581,1.94303,0.512924,2.70154,0.35198,1.84662,0.557826,0.285645,0.103449,-1.02132,2.24782,1.02437,0.29223,-0.864973,0.719924,0.380763
0.726485,0.235322,1.25391,0.839553,2.15044,-1.34223,-0.457613,-1.53839,0.358392,1.14696,-0.0602242,-0.756937,-1.67936,1.99206,0.242225,-0.968903,-0.664273,0.315932,-0.531067,-0.171452
0.00122493,-1.08091,-2.91962,-2.88731,-1.77204,-1.3067,-1.48599,2.55687,-3.58245,-1.21201,0.491835,1.59297,0.378122,-0.894369,0.88253,-0.334764,1.69614,0.0820078,0.972077,0.958851
0.679256,0.943864,-1.56637,0.518925,-0.157616,2.30007,0.506256,2.67306,-0.238645,-0.668815,-0.128166,0.602449,2.09635,-0.301936,-1.69328,-0.92869,1.18498,-2.02412,-0.886548,-0.337335
0.339806,-1.95729,-0.687047,0.0456653,-0.543167,-0.534431,-1.2975,0.683262,-1.05346,-1.19043,0.0266597,0.0447771,-0.177038,0.190783,-0.327986,-1.56687,-0.845124,-0.654248,-1.28417,1.64476
2.52668,0.317837,0.842947,2.31879,-0.360689,0.0628224,4.18975,2.2499,1.37679,4.47242,3.33465,-0.630542,2.79773,-0.536239,0.649437,0.349313,-0.12381,-0.495789,3.57501,1.28129
-0.264316,-0.480564,0.0305213,0.758386,1.1012,-0.182363,0.588508,-3.43372,-1.53551,-1.12883,-1.31878,-0.293861,-2.1317,-1.68884,-0.877183,-1.8389,-1.08903,-0.457667,-1.86642,-0.371673
0.0398963,-0.776325,1.78501,1.87712,1.30359,-0.431534,0.746942,-1.58566,0.989482,-1.98641,-1.548,-0.0284083,-1.15169,-1.30125,-2.49423,-1.4342,-0.268733,-1.27668,-0.607969,-1.20229
0.945499,-0.469622,1.11732,1.02249,0.0721074,-0.0831227,1.53946,-0.577434,1.63826,0.919598,-0.533124,-0.781503,1.28393,0.474599,0.503871,-1.75896,0.43377,-1.74574,-0.574548,-1.39366
-1.83603,0.178704,0.839083,-0.541311,-0.00245044,-1.17178,-2.4414,-1.22315,0.731965,-3.25836,-2.38215,1.14341,-0.775324,-0.204507,-1.15075,-0.575869,-1.16292,-0.314748,-2.56664,-1.13424
0.756079,0.798046,1.42259,2.12113,0.685568,-0.512313,1.74399,-0.423628,0.263759,1.29006,0.943953,-0.201456,-0.239786,-2.28124,-1.58523,-0.747729,-0.0639846,-1.32168,-0.457088,0.0770293
-0.976229,1.52099,-0.307303,0.658703,0.173092,1.0756,-2.32865,0.399369,-1.86258,-0.546885,-0.870418,1.16975,-1.23293,-0.456162,-0.679579,-2.17974,-1.1729,0.719913,-2.45023,-2.12606
-0.669176,0.615161,-1.09772,-0.796079,-0.245391,0.855889,-0.567737,1.67855,-0.761818,-0.0199737,0.323057,-0.918426,-1.14008,1.86973,1.77223,0.222684,0.520184,-0.17267,-0.169655,0.817047
-1.38784,-1.52788,-1.16859,-2.55112,-1.04929,0.0441887,-2.09755,-1.06399,-3.30368,-2.17559,-1.43863,-0.171265,-1.70054,0.48855,-2.29901,-0.111424,1.29874,1.13231,0.154484,0.664196
-1.4056,-0.281007,1.09251,-0.705283,1.52489,-1.42821,-3.85406,-2.24958,-2.4146,-0.8392,-0.779253,-1.71005,-2.31509,1.21054,-0.14725,0.929714,-0.984002,-0.934624,-0.077286,-1.38572
0.976381,-0.353764,-0.913097,0.64193,-0.830543,-0.25863,1.67782,-0.534853,0.0884414,1.70216,0.743616,-0.173748,-0.862294,0.463838,0.0164574,1.88346,0.275217,1.1367,-0.0802589,-1.84585
-1.0717,-1.39892,-0.99918,0.95239,-0.384541,-0.45957,-1.77567,-1.77463,-3.20761,-1.73967,-1.51559,0.108194,-1.73395,-2.05742,0.00652866,-1.01696,-2.41088,0.619999,-1.66986,-0.833666
-0.144835,-0.818688,-0.850864,-0.209217,-1.38301,-0.562153,0.476511,-1.49744,0.648951,-0.148551,-1.21861,-0.745812,-1.49794,0.913121,-1.0479,-1.18181,-0.0440996,-0.671466,-1.09645,0.457127
-0.172461,-0.522303,-0.766015,1.21128,0.166611,0.00846442,-0.43939,-0.718555,-1.9812,-0.422119,0.931857,-1.43567,-0.549567,1.09702,0.519486,0.440076,0.122295,0.937876,-0.358114,0.321796
-0.129902,-2.27843,-0.28855,-0.666139,0.0943948,1.73778,-1.37969,0.281393,-0.130028,-1.63093,0.542575,-0.804574,-1.25048,-0.31423,-0.0269877,-1.07002,0.394261,-0.665208,0.653553,-0.285834
0.0165326,-1.06462,0.79478,1.57385,-2.46072,0.00647028,-0.60929,-0.797223,-1.61882,-0.743769,-1.5865,1.02071,-0.905073,0.442391,0.336486,0.249127,0.291556,-0.866845,-0.662106,-1.25095
-0.097107,-1.34187,-0.8381,-0.255938,-1.13446,0.548145,0.348797,0.987816,-2.58599,-0.532922,-1.63437,0.329328,2.25236,0.311741,-0.0471043,0.627664,2.05117,-1.1983,0.610036,-1.09155
-0.535571,-0.140931,0.31503,-0.866513,0.644257,0.0456754,-2.64491,-1.42635,-1.40741,0.240543,-0.440462,-0.570189,-0.0240468,-0.707207,0.586111,1.63418,-0.754809,-1.80153,1.51739,0.351423
0.780269,1.65181,-0.640021,-1.31852,1.27748,-2.30824,-1.2631,-0.394088,-1.08015,1.26602,0.596178,0.946714,1.74411,-0.0102126,0.561148,0.901821,-1.20188,-1.45819,-1.55503,-1.48541
-1.08269,0.771727,1.06611,0.8882,-1.65614,-0.976068,-1.90625,-1.10454,-1.47339,-1.11714,-1.19452,-1.44654,-0.297207,1.31223,-0.865486,0.290249,-0.670144,0.161189,-0.177683,-1.13688
0.328931,0.195678,0.972074,1.46581,0.575453,-0.97969,0.0243391,-1.41159,-0.58647,1.02425,-0.15303,-0.353631,-0.684533,0.195133,-0.247837,-0.763292,-0.489551,-1.83043,-0.793884,-1.17986
-0.257718,1.92528,-0.715548,-0.910268,2.54458,-1.50634,-0.657062,0.201662,-0.954219,-2.44284,-2.40305,-2.29187,-2.62396,-0.791889,-0.386028,0.337218,-0.171877,-1.14263,-2.11622,-0.322731
-0.441971,-0.556314,-1.21109,-0.0641491,-0.962871,-0.0382788,-1.70842,-0.0519487,-1.72551,-0.909268,-1.37659,-0.560193,0.611434,-1.35355,0.908745,-1.38542,0.985362,2.12705,1.63699,1.71911
0.314621,-1.74112,0.401876,-0.492418,1.59891,-1.33328,2.42187,-2.76603,1.42111,-2.1934,-0.620334,0.997555,0.294089,-0.328721,-0.261337,1.53825,-0.545914,-0.49954,-3.02389,-0.136634
-0.434329,0.298579,-0.41169,0.38537,1.6446,0.488865,-0.149087,-1.51597,-0.552049,-0.718352,-0.784026,-1.2468,0.426184,-1.06956,0.294424,0.271156,-0.296436,0.351565,-1.36524,-0.116552
0.396381,1.16075,-0.863237,-1.96072,-1.56723,-1.80848,0.328115,0.587021,-0.771825,1.17463,-0.977636,0.817567,0.976469,1.20984,2.34955,-0.473378,-0.142482,0.310613,0.623403,0.920072
-0.334037,-0.124271,0.612747,-1.64673,-1.18937,-0.577268,-1.44103,-0.571446,0.537067,-0.391015,-0.430158,1.91299,-0.247319,-0.0789297,-0.0219883,1.11457,-0.668554,0.397337,0.0563077,-0.479019
0.388864,-0.407285,-3.00002,-1.35014,-1.99897,1.18675,2.96788,3.80814,1.50115,1.62464,2.97556,-1.24499,0.504746,1.49882,1.88474,1.45464,0.256486,1.34524,2.08766,1.9164
1.51296,-0.253667,0.8786,0.691538,0.273928,0.0821377,3.38965,0.909754,0.776894,0.635259,1.4469,-0.528362,1.91124,1.54946,2.15207,-1.3843,1.53944,1.4122,2.19149,-0.21122
-0.121994,0.47182,-0.0653682,-0.0809043,0.0645285,-0.972053,-1.06974,0.339944,-0.109441,-1.33344,0.0200751,-1.40815,1.52581,-2.03018,0.603717,0.873262,-0.303615,0.475851,-0.276182,0.266402
0.601884,-0.612353,0.769022,1.0574,0.780258,0.657681,1.15867,0.244506,-0.224825,-0.154978,1.36209,0.132337,2.64469,-1.88675,0.199645,1.76375,0.603265,0.753635,1.64718,-1.01988
-0.339579,0.399607,-0.295784,-0.83791,-0.113594,-0.573884,0.357433,1.53648,1.68925,0.291074,1.10566,1.01178,0.437015,-1.95864,0.370484,1.27272,0.293918,-0.333159,1.03478,2.31319
0.534882,0.160313,-0.479216,-2.16673,0.962883,-0.568849,0.084882,2.36323,-0.508714,1.38304,0.795131,-0.540019,0.895908,0.595175,3.5981,-0.701857,1.33481,1.23822,0.55755,1.95142
-1.53464,-0.28194,1.58603,0.591233,0.141412,0.664058,-1.82819,-0.205319,0.126938,-2.22667,-1.06137,0.127438,-0.454651,-0.397384,0.122822,0.6073,-0.437291,-1.18473,-0.738572,1.286
-0.279,1.41464,-1.36461,-1.44151,-1.16454,0.800496,0.110393,2.2908,0.733679,0.141195,0.958524,-0.564311,1.51586,-0.346237,2.48435,1.78739,-0.00788926,0.33987,0.143537,0.388685
0.101664,-1.3423,-0.315013,-0.440967,0.597952,-0.934454,0.575566,1.17471,2.54156,-0.31881,1.94831,-0.780356,1.33752,0.118306,-0.711983,0.055698,-0.200212,0.34631,-0.624858,0.807947
-1.68622,0.239077,-0.151618,-2.00655,0.514232,-1.51192,-2.88013,-1.02506,-2.17476,-2.26201,-1.03265,0.591757,-0.944746,-0.422875,-0.754783,0.0707209,-0.952443,-1.483,-1.26263,-0.83904
2.00773,-1.9067,0.393344,1.89013,-0.749034,1.9534,3.82273,1.87776,2.27712,2.86266,1.77432,0.296252,2.22358,-1.11626,0.845678,-0.426111,3.46643,1.05071,0.966577,-1.05168
0.530614,0.153322,-0.0367884,-0.842953,-0.170489,-0.288024,-1.13335,1.45657,-0.690669,-0.19854,-0.0418843,-0.44891,0.475593,0.177162,-0.187355,0.171715,0.0337493,0.570552,0.26827,0.925682
1.18865,0.244332,1.08662,0.375167,-0.119786,-0.226157,3.78202,1.02005,3.03645,-0.719263,-0.969568,0.480077,3.04426,0.0240947,-0.427252,-1.43604,-1.3792,-0.382235,-1.11064,-1.57343
-0.566584,-0.809253,-1.48967,-1.22972,-0.736829,0.0570371,-1.35301,1.33076,-1.75982,-1.1993,-0.243096,0.219067,1.72078,-0.583657,0.241959,0.0111945,-0.432786,-0.686695,-0.914849,-1.02531
-0.318509,-1.08674,0.0377642,-0.612481,-0.133536,0.560475,1.46198,0.0382755,0.721798,-0.614626,0.503778,1.86589,0.553747,-0.0320301,0.69111,-1.06266,-0.897022,-0.0460485,-0.839657,-0.449985
-0.437823,0.100427,0.549448,-0.593021,0.707065,-0.107352,0.909644,0.401,0.330858,-0.372,0.852944,-0.6775,-1.40998,1.18513,-0.381361,-1.01629,0.185066,0.549017,-1.03345,1.99462
-1.62106,1.41661,-0.64344,-2.95404,0.637656,0.834127,-1.34456,-0.272546,1.39505,-2.16174,-1.0551,0.546208,-1.23052,-0.298389,0.26158,-0.181387,0.21666,-0.394639,0.235515,-1.54524
0.185903,0.405987,-0.436372,0.414325,-1.11192,0.0259373,-0.181264,2.10649,-1.34584,-0.850446,-1.57395,1.17895,1.43108,0.806557,0.64292,-0.193664,1.28048,0.3041,-1.68305,-1.23828
-0.457162,1.30258,0.0203766,-0.361184,1.2188,-3.65474,-0.703754,-3.4817,0.904357,-2.69207,-3.8863,1.03766,-3.6061,0.632476,-1.97142,-1.08886,-2.39562,-2.88762,-1.5839,0.597955
-0.272784,1.36871,0.674124,-0.0446342,0.527179,0.178478,0.739858,0.764435,0.211101,-0.690606,-1.02301,-2.44092,1.08064,0.721194,-0.161709,0.483905,-2.07684,-1.55144,-3.12477,-0.744344
-0.944414,-0.588978,0.376737,0.256872,-0.125092,0.334052,-2.53564,0.79954,-1.57966,-1.74886,-0.686125,0.600842,0.328484,-0.740861,-3.08111,-0.671536,-0.516213,0.399229,1.2653,0.503657
-0.00099664,1.00708,-2.48289,-2.88502,0.24671,0.426481,0.315432,1.46878,1.56209,0.371221,0.140645,-0.08596,1.87489,2.23967,2.0661,0.202859,0.170902,-0.380944,-0.711189,2.59745
1.46582,1.294,0.65929,1.9578,1.22547,-2.30583,1.78895,-2.23955,2.51621,-0.886138,-0.581603,0.357447,0.42182,-0.0670932,-0.307093,-0.147989,-0.883464,1.46079,-0.917194,-1.54682
1.83042,0.958545,0.191795,0.823949,1.11129,-0.204581,3.34026,-0.0848892,2.05051,0.710034,-0.11059,-0.0472692,0.253653,0.520624,-0.444121,0.394919,0.730547,-1.06679,-0.391174,-1.08346
0.338337,0.227551,0.0179187,0.275717,0.991094,-0.938378,-0.0737784,-2.56517,-0.652803,-0.0182443,-1.55545,0.433154,-1.40323,-1.19119,2.03924,-0.642961,-0.0132986,-0.205417,-0.133943,-0.375945
-1.17326,-1.12683,-0.284053,-1.46763,0.0748758,2.16023,-2.83226,2.56076,-1.67526,-0.849503,-1.59104,0.0050324,-0.79048,0.232088,-0.595022,2.52317,0.140738,-0.0950433,2.25981,1.62718
1.0531,-0.35571,1.88685,3.0429,-0.380052,0.233231,1.28033,-0.934164,0.879947,2.04054,1.7808,0.0636774,0.298655,-0.0581328,-1.37874,-1.36889,1.26952,2.99578,1.3245,0.727568
-1.57632,0.566105,0.906678,-0.124322,1.11179,-0.0282996,-4.33506,0.694385,-2.99207,-1.00799,-2.69642,1.14991,-0.487157,0.63583,0.219006,0.446493,-2.18362,-0.521464,-0.963772,-0.120349
0.712066,0.0461019,0.060059,0.253979,0.668705,-0.826545,1.80152,-0.885706,1.95289,-0.563996,-1.63574,1.94371,-0.187903,0.319715,-0.766489,1.46535,0.293582,1.04744,-0.633564,0.158261
-0.18822,0.283498,-0.225717,-0.622636,-0.358244,0.00347739,-0.877575,1.02994,-0.938534,0.412009,-0.186301,0.463811,1.51137,-0.034342,0.885157,-0.434127,-0.341012,-0.779209,-1.21133,-0.839643
0.260775,1.63774,-0.507515,0.529427,-1.77318,-1.16879,1.25714,-1.6167,0.251174,-0.184581,-1.87105,-0.512179,1.0136,0.19034,0.737049,-1.24066,0.0725692,0.498361,-0.348546,-1.27477
0.870529,0.491293,-0.808958,-1.29509,0.600469,0.111227,0.56935,0.750777,-0.285657,0.255801,0.118794,-0.586546,2.34443,-0.658501,0.829277,-0.241415,0.52208,-0.341994,0.107613,-0.11316
0.85937,-0.984966,0.0860697,-0.653659,0.632787,1.21327,-0.445924,1.58526,-0.316574,0.0237329,0.0805846,-0.249723,0.238293,0.804783,-0.5961,2.97168,1.68428,-0.364934,0.621076,0.301207
1.77411,1.13394,-0.952454,0.904964,1.2356,-1.40071,2.80717,-1.64894,0.15098,2.57303,2.5378,0.164632,-1.30374,-1.09986,0.16794,-0.0711379,0.338315,0.739971,2.13829,0.134968
-0.815037,0.59092,0.39414,0.184236,0.27548,0.609989,-2.16259,-3.5654,1.10285,-0.416465,-0.218572,0.453598,0.0564487,0.784001,-0.622395,-1.23148,-0.0900315,0.76353,0.899634,-1.38802
0.0419965,-0.523115,-1.52451,-1.56768,-2.03127,-0.630459,1.84849,2.14947,1.77834,0.831259,0.658681,-0.0511365,0.588816,0.441773,1.36006,0.822954,0.830793,1.14964,1.93493,1.1354
0.377068,0.712997,1.2831,-0.364298,0.874488,-1.43781,0.251963,0.238121,0.546027,1.51553,1.66966,1.22658,3.75951,-0.340713,0.528445,-0.493412,-0.0636758,-0.453948,-0.427753,-0.346105
-0.270406,1.37762,0.248574,0.229285,-1.21608,-1.56072,-0.307309,-1.02857,0.0619414,-0.570892,-1.58386,0.63247,-2.23681,2.27026,0.304568,-0.61133,0.582079,1.44112,0.466325,-0.890815
1.28895,1.02727,-0.460426,-1.06347,0.791436,-0.729379,0.981334,2.03387,1.85856,1.02534,1.53702,0.536277,1.57433,1.51669,-0.468669,2.02809,2.07702,1.80426,2.21224,1.10594
-1.15984,-1.45742,-1.52755,-0.639288,-2.3471,1.57142,-2.54168,0.968375,-0.148363,-0.649992,-0.686767,-0.107941,-1.20956,1.16258,0.379403,0.648632,-1.95498,-3.00586,-0.0932192,0.351604
0.719548,0.530981,1.21611,2.15163,-0.900149,-0.0497502,0.918835,-0.219361,2.635,0.975375,-0.895717,-1.87311,1.03917,-0.186322,-0.979597,0.890893,-1.32178,1.40046,-0.0088228,-0.0214107
0.740715,-0.202563,-0.404882,-0.483714,-1.67153,-0.749696,0.381312,-0.758143,0.397745,3.11159,1.79525,0.647131,0.422508,0.836259,1.96296,-0.824664,1.42627,-0.207796,2.81245,1.10755
0.585121,0.146347,-0.128833,-0.957941,-0.193891,-1.35353,1.10085,-0.919847,1.17948,2.40112,2.69592,-0.133826,0.502909,0.336073,0.350687,0.923196,-2.03724,2.93111,-1.9946,0.738617
0.0129547,-2.09121,-0.569864,-0.606631,-0.0633256,0.791961,0.264035,2.27884,0.330325,-0.233465,-0.676199,0.814354,1.4598,-1.06412,0.465126,0.568725,0.926859,-1.03195,-0.202981,0.364387
-0.568972,0.524577,-0.296368,-2.04158,-0.788012,-0.121152,-4.0221,1.68872,-4.00173,-3.94E-05,-0.577045,1.83229,-0.399645,0.0763228,0.350382,-0.510567,-0.246345,-0.508225,-1.92282,0.847913
-0.144832,-0.611377,0.846449,0.736489,0.95688,0.397041,-0.260064,-0.193286,-1.01012,-0.949671,-0.711803,0.252162,0.984677,2.2114,-0.0355378,0.384934,0.767895,0.247733,-0.540313,0.424782
-0.515832,0.589627,1.58651,1.48329,1.34048,-0.814616,-1.54634,-3.65068,-4.72897,0.594615,0.289336,-0.632205,-2.96357,1.59911,1.33569,-0.452349,-1.13073,0.721968,-0.257765,0.00306273
-1.46387,-1.16058,-0.40985,-0.154031,1.19417,2.00998,-2.33228,0.423259,-1.73742,-2.46025,-1.18609,0.513472,-1.01427,-2.02378,-1.28663,0.0519632,-2.86682,-0.0382193,-1.06369,-2.13083
-0.45756,0.10263,-0.207512,-1.80847,-1.47061,-1.63892,-0.337255,-1.80116,0.237176,-0.0924357,-0.113532,-0.640929,-0.412525,0.720432,-1.4364,0.430815,-1.4039,-0.428748,-1.71498,-0.637475
-2.39181,-0.447389,-2.2481,-0.82271,-1.54109,0.192205,-4.39876,-1.69959,-5.27076,-1.77896,-2.86852,1.89738,-0.590908,-1.20406,-0.144867,1.10803,-2.31965,0.778819,-1.22387,-1.11516
0.110915,-0.262902,-0.0315458,1.15416,1.84695,0.304237,-0.0198114,-1.59117,0.153074,-1.2326,-0.479806,-0.773581,-0.739249,-0.432361,-1.6413,-1.75752,-0.104576,-1.18886,-1.23998,0.908496
-0.281078,1.02299,-0.999325,-0.178915,-1.40591,0.2266,0.28706,-0.488394,-0.21146,-0.244084,-0.197897,0.687235,-0.646716,-3.65098,-0.453681,0.933659,-0.942976,-1.00937,-0.738346,0.393259
0.608574,0.336815,1.42476,0.978351,0.473221,-0.154362,1.20779,-1.32792,0.248166,0.969597,-0.491294,-1.80766,-0.140597,-0.830395,0.45871,-1.32848,-0.91041,-0.281044,-0.218469,0.501861
-0.0620657,0.866328,0.58542,0.60217,-0.0293831,-0.203323,-0.635327,-0.226149,-1.51112,1.19052,0.552097,0.748908,-0.212371,-3.01873,1.52386,0.157359,-0.548019,-2.39613,-0.742203,0.89109
0.992808,-0.0933206,-0.580997,-1.08121,-0.143288,-0.439304,2.89271,-0.508042,1.07822,0.846407,0.548386,0.0174115,2.14353,2.48783,1.53141,0.39229,2.12693,0.201899,0.868199,0.0283956
-0.401845,-0.448229,-0.430012,-1.57588,-0.787794,0.858788,-0.979879,2.94168,-0.493105,-0.457282,-0.917992,1.16659,1.29075,-2.19592,1.19124,2.48881,0.660496,0.833683,-1.34179,-0.678668
-0.529254,0.568724,0.165933,-1.20108,-1.53152,0.494412,-1.01633,2.87512,-0.325372,-0.530452,-0.798041,-1.13549,0.700301,0.0692815,1.31056,0.833608,-0.471079,0.649177,1.16776,1.42335
0.755139,0.527649,0.109744,-0.123162,0.453229,-0.799399,-0.852332,0.427326,-1.2407,1.58726,2.57341,0.0647478,-0.256198,-0.494479,-1.31272,0.609884,-0.868987,0.060927,-0.817036,0.716833
1.04549,-1.64672,0.529523,1.14804,0.0750236,-1.34261,2.5834,-0.822728,0.811749,0.580491,-0.0518635,1.01668,0.327105,1.01448,-2.48269,0.0832159,-0.922075,-0.94857,-1.26695,-0.634086
-1.2427,-0.604794,0.426424,0.996495,-0.232202,0.890191,-0.836363,-0.959561,1.26783,-1.1727,0.192319,-1.44666,-1.74896,0.0548949,-1.42525,-0.716551,-2.04738,-1.97298,-1.62385,0.918541
0.458573,0.668526,-0.0672462,-1.21363,0.48987,-0.0544133,0.408418,0.389402,-2.112,2.44207,0.978706,1.09663,1.08705,1.24724,2.24606,-1.02929,0.861584,1.45829,-1.26917,0.0540374
-0.418783,-0.113168,1.29345,0.757214,-2.39737,1.07274,-2.41082,0.347613,-1.58072,-0.476861,-0.209558,0.604806,0.729479,0.21998,-1.31317,0.193351,-0.0799941,1.57351,-1.5514,-0.133448
0.229076,-0.566058,-0.212087,-0.162837,-0.12069,-0.751016,-0.21463,-0.511984,-0.0607657,-0.561725,-0.220034,-0.318339,1.10014,-2.84374,1.5737,-0.454134,1.88145,-0.388013,2.57243,1.06652
